species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Stomatobaculum_sp._F0698,3.0,7.0,1.0,37.0,,1.0,1.0,1.0,61.0,24.0,5.0,1.0,11.0,5.0,11.0,13.0,4.0,59.0,7.0,1.0,13.0,7.0,32.0,2.0,10.0,1.0,,2.0,,,1.0,,19.0,,2.0,6.0,3.0
Streptobacillus_moniliformis,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,4.0,25.0
Streptococcus_acidominimus,2.0,2.0,2.0,48.0,,,,26.0,,180.0,2.0,,5.0,,10.0,,4.0,18.0,12.0,1.0,4.0,32.0,25.0,2.0,29.0,1.0,2.0,,,,1.0,,24.0,,2.0,6.0,64.0
Streptococcus_agalactiae,52.0,124.0,1154.0,142.0,8.0,24.0,38.0,117.0,1401.0,135.0,53.0,22.0,91.0,12.0,96.0,145.0,104.0,57.0,522.0,26.0,432.0,17.0,142.0,,441.0,2816.0,15.0,60.0,,775.0,8.0,414.0,,5.0,87.0,86.0,
Streptococcus_alactolyticus,2.0,1.0,319.0,,,1.0,1.0,1.0,,,,,4.0,,5.0,4.0,4.0,,14.0,1.0,1.0,1.0,,1.0,1.0,8.0,,1.0,,429.0,,362.0,1.0,,,,
Streptococcus_anginosus,243.0,321.0,1396.0,12.0,5.0,71.0,433.0,114.0,4.0,574.0,119.0,19.0,61.0,28.0,203.0,465.0,188.0,240.0,548.0,541.0,705.0,192.0,24.0,31.0,376.0,9143.0,6.0,23.0,5.0,431.0,2.0,149.0,11.0,,42.0,455.0,44.0
Streptococcus_australis,9.0,36.0,287.0,3.0,,10.0,9.0,14.0,443.0,759.0,7.0,,2.0,,15.0,19.0,16.0,98.0,248.0,3.0,11.0,97.0,292.0,6.0,25.0,2597.0,2.0,16.0,2.0,231.0,,156.0,2.0,,35.0,1126.0,1.0
Streptococcus_canis,,,,18.0,,1.0,,,16.0,3.0,,,2.0,,,1.0,2.0,1.0,12.0,6.0,1.0,,6.0,13.0,5.0,1.0,,,,,,4.0,3.0,,,11.0,11.0
Streptococcus_chenjunshii,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_constellatus,11.0,33.0,50.0,2.0,,5.0,8.0,16.0,5.0,7.0,,8.0,3.0,4.0,4.0,9.0,7.0,7.0,16.0,3.0,43.0,46.0,37.0,11.0,11.0,1177.0,,2.0,,22.0,3.0,17.0,6.0,,4.0,55.0,7.0
Streptococcus_cristatus,2.0,3.0,51.0,6.0,,,1.0,15.0,1.0,70.0,1.0,2.0,3.0,3.0,9.0,10.0,6.0,6.0,7.0,,3.0,1.0,70.0,2.0,6.0,105.0,,,,18.0,,9.0,2.0,,46.0,92.0,3.0
Streptococcus_dentalis,29.0,79.0,1449.0,10.0,,91.0,2.0,6.0,17.0,920.0,12.0,3.0,17.0,4.0,96.0,76.0,50.0,86.0,148.0,3.0,18.0,84.0,772.0,23.0,68.0,10542.0,,24.0,30.0,849.0,,722.0,24.0,,170.0,945.0,6.0
Streptococcus_didelphis,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_dysgalactiae,4.0,27.0,281.0,14.0,30.0,31.0,1.0,,,,,,4.0,,11.0,,,5.0,59.0,,10.0,1.0,,4.0,78.0,303.0,,1.0,,120.0,5.0,59.0,,,100.0,28.0,
Streptococcus_equi,,2.0,60.0,2.0,,,,3.0,1.0,3.0,2.0,,,,7.0,1.0,2.0,1.0,2.0,2.0,21.0,37.0,9.0,,4.0,87.0,,,2.0,118.0,1.0,19.0,,,3.0,31.0,
Streptococcus_equinus,,,,,,,1.0,3.0,,4.0,5.0,,2.0,,4.0,4.0,2.0,14.0,,3.0,16.0,,1.0,,16.0,2.0,,1.0,,,,,,,,11.0,
Streptococcus_ferus,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,
Streptococcus_gallolyticus,,,,,,,2.0,,,12.0,,,,,,,2.0,,,,,,,,,89.0,,2.0,,,,,,,,5.0,
Streptococcus_gordonii,22.0,59.0,128.0,4.0,12.0,64.0,69.0,101.0,9.0,522.0,31.0,4.0,10.0,8.0,127.0,91.0,45.0,44.0,125.0,13.0,74.0,8.0,165.0,23.0,941.0,5336.0,,38.0,8.0,86.0,,73.0,8.0,,9.0,679.0,1.0
Streptococcus_gwangjuense,1.0,1.0,10.0,,,4.0,2.0,,5.0,114.0,5.0,3.0,1.0,,1.0,2.0,5.0,1.0,8.0,3.0,1.0,26.0,6.0,1.0,,58.0,,,,16.0,,4.0,,,4.0,40.0,
Streptococcus_ilei,11.0,11.0,104.0,1.0,,9.0,1.0,5.0,194.0,416.0,2.0,2.0,8.0,,21.0,5.0,19.0,57.0,165.0,1.0,15.0,38.0,173.0,4.0,9.0,1136.0,,,2.0,65.0,,41.0,2.0,,13.0,420.0,1.0
Streptococcus_iners_subsp._hyiners,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
Streptococcus_infantarius,,28.0,6.0,,,1.0,4.0,,,,,,3.0,,4.0,,1.0,89.0,105.0,9.0,,,11.0,1.0,2.0,6.0,,,,14.0,,6.0,3.0,,,,11.0
Streptococcus_infantis,,,47.0,3.0,,,,6.0,4.0,129.0,1.0,,,3.0,3.0,,1.0,4.0,1.0,1.0,,14.0,19.0,,1.0,123.0,13.0,1.0,1.0,8.0,,13.0,1.0,,4.0,136.0,
Streptococcus_intermedius,18.0,29.0,42.0,7.0,4.0,12.0,6.0,,6.0,18.0,16.0,9.0,22.0,10.0,58.0,36.0,47.0,26.0,24.0,5.0,227.0,5.0,22.0,5.0,6.0,118.0,,1.0,,30.0,1.0,10.0,9.0,,11.0,36.0,1.0
Streptococcus_koreensis,5.0,20.0,181.0,,,15.0,8.0,,62.0,357.0,2.0,,2.0,2.0,,16.0,7.0,34.0,83.0,2.0,2.0,45.0,115.0,4.0,8.0,1020.0,,4.0,9.0,105.0,,113.0,4.0,,26.0,280.0,
Streptococcus_lactarius,7.0,31.0,593.0,,1.0,20.0,10.0,3.0,23.0,114.0,5.0,,6.0,3.0,24.0,24.0,6.0,26.0,45.0,4.0,31.0,41.0,125.0,2.0,57.0,1812.0,5.0,9.0,15.0,404.0,,277.0,3.0,,69.0,300.0,
Streptococcus_lingualis,98.0,192.0,3146.0,7.0,3.0,120.0,16.0,23.0,47.0,1536.0,21.0,26.0,33.0,11.0,178.0,290.0,62.0,228.0,217.0,26.0,54.0,213.0,480.0,49.0,299.0,15857.0,28.0,32.0,46.0,1716.0,,1440.0,28.0,,416.0,2139.0,1.0
Streptococcus_lutetiensis,29.0,33.0,1.0,17.0,,,,7.0,58.0,12.0,9.0,3.0,11.0,8.0,47.0,23.0,60.0,54.0,16.0,11.0,5.0,70.0,53.0,5.0,130.0,44.0,10.0,18.0,,9.0,,36.0,20.0,,13.0,432.0,10.0
Streptococcus_macedonicus,,,,,,4.0,9.0,,,,,,,,,,,,328.0,,,,,,,35.0,481.0,,,,,,5.0,,,,
Streptococcus_merionis,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_milleri,,,70.0,2.0,,6.0,,21.0,,,,,,,,,,,,,106.0,20.0,4.0,,,1000.0,,,,35.0,,13.0,,,4.0,51.0,
Streptococcus_mitis,1.0,5.0,197.0,1.0,2.0,27.0,5.0,14.0,29.0,504.0,56.0,17.0,5.0,13.0,79.0,21.0,31.0,12.0,15.0,5.0,191.0,93.0,27.0,1.0,15.0,649.0,9.0,8.0,1.0,177.0,,56.0,4.0,,31.0,371.0,
Streptococcus_mutans,1205.0,635.0,4654.0,115.0,1647.0,5450.0,4318.0,113.0,,28.0,221.0,83.0,891.0,120.0,891.0,1036.0,666.0,81.0,265.0,162.0,291.0,,73.0,66.0,59.0,1530.0,,800.0,3.0,1919.0,1.0,251.0,166.0,3.0,344.0,1224.0,3.0
Streptococcus_oralis,18.0,13.0,1070.0,5.0,1.0,13.0,8.0,31.0,20.0,440.0,17.0,1.0,11.0,1.0,46.0,24.0,33.0,15.0,44.0,8.0,707.0,156.0,120.0,18.0,37.0,1985.0,18.0,11.0,5.0,353.0,,464.0,1.0,,77.0,528.0,
Streptococcus_oriscaviae,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,7.0,,,,,,,
Streptococcus_parapneumoniae,,1.0,,,,,,1.0,,29.0,,,,,4.0,,1.0,,1.0,,12.0,1.0,,,6.0,76.0,,,1.0,,,,,,1.0,3.0,
Streptococcus_parasanguinis,391.0,690.0,14437.0,42.0,2.0,731.0,141.0,153.0,252.0,11623.0,108.0,62.0,177.0,133.0,864.0,1065.0,375.0,669.0,964.0,95.0,194.0,1238.0,3969.0,272.0,1182.0,78865.0,68.0,312.0,228.0,8114.0,,6276.0,140.0,1.0,1852.0,13850.0,14.0
Streptococcus_parasuis,6.0,9.0,100.0,12.0,,,6.0,27.0,59.0,28.0,5.0,4.0,12.0,6.0,11.0,7.0,9.0,198.0,106.0,11.0,2.0,5.0,50.0,6.0,26.0,5.0,1.0,,,146.0,,27.0,5.0,,1.0,5.0,4.0
Streptococcus_parauberis,,,7.0,3.0,5.0,4.0,1.0,,,1.0,,,,,,,,3.0,20.0,1.0,,1.0,,,,4.0,2.0,,,4.0,,,,,10.0,,
Streptococcus_pasteurianus,133.0,360.0,17.0,617.0,18.0,39.0,142.0,79.0,9.0,339.0,236.0,107.0,231.0,,249.0,610.0,168.0,815.0,909.0,259.0,523.0,1649.0,911.0,238.0,765.0,100.0,,75.0,174.0,95.0,14.0,266.0,135.0,,514.0,180.0,286.0
Streptococcus_periodonticum,,,31.0,,,,,4.0,,79.0,,,,,3.0,3.0,,8.0,2.0,,,,3.0,,,195.0,,,,,,3.0,,,,15.0,5.0
Streptococcus_phage_APCM01,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Streptococcus_phage_EJ-1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_phage_PH10,,,1.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,
Streptococcus_phage_PH15,,,,,,,,,1.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,1.0,
Streptococcus_phage_SpSL1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_phage_YMC-2011,,,13.0,,2.0,,,,,,,,,,,,,2.0,3.0,4.0,18.0,,,,,,,,,5.0,,,,,,,
Streptococcus_phage_phiARI0131-2,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,
Streptococcus_pluranimalium,,,3.0,,,,2.0,1.0,,,,,,,,,,2.0,4.0,,21.0,,,,,95.0,,1.0,,,,1.0,,,3.0,,
Streptococcus_pneumoniae,407.0,351.0,68.0,17.0,33.0,36.0,223.0,6.0,32.0,214.0,158.0,112.0,169.0,82.0,311.0,160.0,166.0,418.0,157.0,80.0,454.0,57.0,28.0,44.0,68.0,4542.0,1.0,163.0,4.0,174.0,1.0,14.0,35.0,,9.0,127.0,272.0
Streptococcus_porcinus,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,11.0,,,,,,,,,,8.0,1.0
Streptococcus_pseudopneumoniae,,1.0,10.0,,,1.0,,,8.0,17.0,,2.0,3.0,,4.0,,,,3.0,,35.0,1.0,1.0,,,,,1.0,,9.0,,,1.0,,,5.0,
Streptococcus_pseudoporcinus,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,121.0,,,,2.0,2.0,,,,,60.0,2.0
Streptococcus_pyogenes,4.0,1.0,6.0,,,4.0,4.0,,,4.0,,,,,1.0,5.0,,,752.0,2.0,19.0,353.0,1.0,,15.0,63.0,,,,4.0,,,,,,1.0,
Streptococcus_ratti,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,
Streptococcus_respiraculi,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
Streptococcus_rubneri,2.0,8.0,39.0,,,1.0,,,69.0,98.0,,,,,5.0,5.0,,17.0,73.0,1.0,1.0,13.0,38.0,3.0,7.0,701.0,,,1.0,33.0,,18.0,,,6.0,197.0,3.0
Streptococcus_ruminantium,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,,,,,,,
Streptococcus_ruminicola,,4.0,,,,,9.0,,,,,,,,,,,,,,,,19.0,,8.0,13.0,,,,5.0,,15.0,,,,,
Streptococcus_salivarius,1048.0,563.0,25731.0,274.0,31.0,823.0,1790.0,6202.0,380.0,62101.0,106.0,44.0,454.0,213.0,1218.0,3228.0,502.0,1694.0,4015.0,296.0,3922.0,1446.0,10440.0,147.0,15942.0,184425.0,14.0,486.0,3898.0,28373.0,11.0,16901.0,124.0,,2654.0,59340.0,105.0
Streptococcus_sanguinis,10.0,9.0,86.0,6.0,14.0,70.0,93.0,64.0,6.0,202.0,7.0,8.0,5.0,5.0,36.0,29.0,8.0,24.0,13.0,8.0,4.0,3.0,204.0,10.0,83.0,1143.0,3.0,2.0,,80.0,,33.0,4.0,,40.0,1656.0,2.0
Streptococcus_sobrinus,1.0,,3769.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,2.0,,,,1.0,3039.0,,565.0,,,1.0,,
Streptococcus_sp._116-D4,,1.0,21.0,,,,,,6.0,7.0,,1.0,,,1.0,,1.0,1.0,,,,2.0,,,,2.0,1.0,,,13.0,,3.0,,,2.0,8.0,1.0
Streptococcus_sp._1643,,,16.0,,,,,,6.0,66.0,,,2.0,,,,2.0,2.0,,,,,,2.0,,10.0,,,,2.0,,5.0,,,,44.0,
Streptococcus_sp._A12,10.0,24.0,107.0,3.0,,8.0,28.0,2.0,439.0,1665.0,,1.0,6.0,,6.0,16.0,12.0,106.0,303.0,10.0,2.0,88.0,183.0,5.0,22.0,2925.0,2.0,,,76.0,,62.0,7.0,,14.0,1231.0,9.0
Streptococcus_sp._CP1998,59.0,92.0,1201.0,,,74.0,12.0,17.0,47.0,925.0,20.0,,17.0,12.0,79.0,95.0,45.0,122.0,119.0,11.0,21.0,130.0,602.0,32.0,169.0,9029.0,10.0,26.0,20.0,724.0,,506.0,6.0,,125.0,899.0,
Streptococcus_sp._D7B5,3.0,,53.0,,,,,,,10.0,,,3.0,,3.0,,3.0,,3.0,,,11.0,9.0,,,69.0,2.0,,,13.0,,6.0,,,,23.0,
Streptococcus_sp._DTU_2020_1000888_1_SI_GRL_NUU_041A,,2.0,5.0,3.0,,4.0,5.0,,,19.0,,,,,,2.0,2.0,,2.0,,,,51.0,,10.0,198.0,,,,10.0,,2.0,,,,71.0,1.0
Streptococcus_sp._DTU_2020_1001019_1_SI_AUS_MUR_006,1.0,2.0,12.0,,,2.0,,,11.0,63.0,11.0,5.0,,,7.0,3.0,8.0,5.0,14.0,5.0,,14.0,5.0,2.0,,21.0,2.0,,,2.0,,2.0,,,3.0,58.0,
Streptococcus_sp._FDAARGOS_192,78.0,25.0,892.0,14.0,5.0,36.0,65.0,232.0,8.0,1893.0,11.0,7.0,31.0,20.0,82.0,284.0,42.0,67.0,109.0,8.0,335.0,75.0,729.0,6.0,329.0,15081.0,,22.0,134.0,1031.0,,605.0,6.0,,94.0,7372.0,2.0
Streptococcus_sp._FDAARGOS_522,,,1165.0,,,60.0,,,,89.0,,,,,,,,,,,,,,,,598.0,,,363.0,1677.0,,382.0,,,,84.0,
Streptococcus_sp._FSL_K6-1323,14.0,29.0,643.0,,,6.0,16.0,448.0,21.0,10184.0,,7.0,6.0,,32.0,97.0,21.0,41.0,76.0,16.0,253.0,174.0,124.0,,770.0,3413.0,,6.0,28.0,636.0,,225.0,,,64.0,975.0,
Streptococcus_sp._FSL_R7-0248,43.0,58.0,2802.0,14.0,,55.0,53.0,144.0,71.0,755.0,,,19.0,12.0,24.0,123.0,25.0,347.0,680.0,80.0,100.0,28.0,496.0,23.0,338.0,6414.0,4.0,19.0,424.0,2575.0,,1685.0,34.0,,68.0,1189.0,2.0
Streptococcus_sp._FSL_W7-1342,70.0,20.0,334.0,81.0,,15.0,7.0,2078.0,14.0,2982.0,,,17.0,12.0,23.0,84.0,50.0,20.0,44.0,,279.0,50.0,106.0,,25068.0,8767.0,,17.0,27.0,925.0,,211.0,,,131.0,702.0,
Streptococcus_sp._FSL_W8-0197,,,16.0,,,11.0,,,2.0,34.0,,,,,4.0,,,,,,9.0,6.0,22.0,,4.0,62.0,,3.0,,11.0,,7.0,,,7.0,30.0,
Streptococcus_sp._HN38,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_sp._HSISS2,7.0,10.0,2645.0,2.0,1.0,24.0,45.0,96.0,7.0,277.0,7.0,,5.0,7.0,17.0,27.0,10.0,29.0,65.0,10.0,121.0,3.0,65.0,,2626.0,1987.0,10.0,3.0,26.0,1502.0,,1053.0,,,1122.0,384.0,
Streptococcus_sp._HSISS3,3.0,20.0,2495.0,10.0,,,10.0,10.0,3.0,933.0,,,5.0,,20.0,34.0,13.0,3.0,51.0,13.0,133.0,35.0,78.0,3.0,4481.0,3567.0,52.0,3.0,61.0,1322.0,,1195.0,2.0,,1903.0,277.0,
Streptococcus_sp._KHUD_010,,,390.0,,,,,,,,,,,,,,,,,,11518.0,61.0,,,45.0,685.0,,,,145.0,,119.0,,,,31.0,
Streptococcus_sp._KS_6,,,764.0,13.0,,,,,,,,,,,,,,,,,1613.0,,,,,567.0,,,,425.0,3.0,86.0,,,,23.0,
Streptococcus_sp._LPB0220,70.0,187.0,3876.0,10.0,,120.0,7.0,29.0,57.0,1286.0,31.0,13.0,35.0,23.0,151.0,289.0,83.0,133.0,258.0,30.0,142.0,182.0,604.0,62.0,272.0,15210.0,33.0,71.0,77.0,2212.0,,1693.0,16.0,,491.0,2585.0,3.0
Streptococcus_sp._Marseille-Q3533,1.0,1.0,21.0,,,4.0,1.0,7.0,22.0,357.0,2.0,,,2.0,17.0,,2.0,6.0,16.0,,,70.0,10.0,1.0,6.0,52.0,6.0,,,2.0,,3.0,,,1.0,118.0,
Streptococcus_sp._Marseille-Q6470,,2.0,14.0,,,,,6.0,14.0,208.0,1.0,,,,10.0,3.0,5.0,4.0,9.0,4.0,,70.0,9.0,2.0,,83.0,11.0,,,3.0,,2.0,1.0,,5.0,230.0,
Streptococcus_sp._NCTC_11567,,,26.0,,,,,,,,,,,,,,,,16.0,14.0,,,,16.0,,25.0,,,,,,,,,,,
Streptococcus_sp._NPS_308,,1.0,4.0,,,1.0,,,2.0,9.0,,,,,,,3.0,,1.0,,14.0,2.0,,,,116.0,,,,1.0,,,,,,10.0,
Streptococcus_sp._NSJ-72,,,13.0,,,4.0,,,,,,,,,,36.0,,,5.0,,,,,,,163.0,,,,,,,,,,135.0,
Streptococcus_sp._SN-1,,1.0,6.0,,,5.0,,4.0,3.0,51.0,5.0,2.0,4.0,,7.0,1.0,4.0,1.0,6.0,1.0,25.0,5.0,1.0,4.0,,4.0,,4.0,,1.0,,5.0,2.0,,10.0,18.0,
Streptococcus_sp._ZY1909104,,,53.0,,,2.0,1.0,,,,1.0,,1.0,,,,,,3.0,,1.0,1.0,,,45.0,207.0,,1.0,,72.0,,1.0,,,,,
Streptococcus_sp._ZY19097,4.0,1.0,38.0,1.0,,,1.0,,4.0,,1.0,1.0,3.0,,5.0,3.0,1.0,17.0,7.0,2.0,8.0,,36.0,,1.0,,,,,55.0,,28.0,,,1.0,1.0,
Streptococcus_sp._oral_taxon_061,,8.0,19.0,2.0,,2.0,1.0,6.0,37.0,257.0,4.0,1.0,,2.0,15.0,4.0,9.0,4.0,24.0,6.0,1.0,51.0,6.0,1.0,1.0,45.0,15.0,,,10.0,,7.0,7.0,,5.0,176.0,
Streptococcus_sp._oral_taxon_064,,,109.0,,,7.0,3.0,,,14.0,4.0,,,,4.0,,,,,,22.0,42.0,9.0,3.0,,297.0,2.0,,,40.0,,52.0,,,5.0,31.0,
Streptococcus_sp._oral_taxon_431,,8.0,37.0,,,3.0,,3.0,20.0,82.0,10.0,2.0,,,8.0,4.0,13.0,7.0,11.0,2.0,,25.0,8.0,1.0,1.0,44.0,2.0,,11.0,23.0,,18.0,3.0,,4.0,125.0,
Streptococcus_suis,115.0,235.0,685.0,279.0,11.0,14.0,105.0,355.0,562.0,752.0,106.0,46.0,249.0,60.0,354.0,304.0,266.0,225.0,330.0,71.0,148.0,644.0,812.0,123.0,9449.0,90.0,22.0,70.0,,714.0,14.0,252.0,59.0,,692.0,1111.0,613.0
Streptococcus_thermophilus,5461.0,6661.0,1431.0,484.0,3824.0,22716.0,204033.0,279.0,829.0,2171.0,1229.0,488.0,3902.0,459.0,3619.0,778.0,7700.0,1503.0,114971.0,618.0,122938.0,3027.0,10316.0,398.0,453.0,71151.0,991.0,37680.0,132.0,80594.0,10.0,35019.0,477.0,6.0,1225.0,5793.0,302.0
Streptococcus_toyakuensis,8.0,4.0,45.0,,,,,7.0,4.0,38.0,17.0,2.0,,14.0,17.0,2.0,,,6.0,,113.0,9.0,4.0,1.0,10.0,187.0,,5.0,,49.0,,8.0,,,6.0,58.0,1.0
Streptococcus_troglodytae,,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,
Streptococcus_uberis,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,68.0,,,,1.0,,1.0,,,,,
Streptococcus_urinalis,,,,,,,,,,,,,,,,,,,,,1.0,,,,,8.0,,,,,,,,,,,
Streptococcus_vestibularis,634.0,825.0,15905.0,12.0,41.0,289.0,946.0,72.0,2.0,165.0,229.0,122.0,362.0,221.0,1217.0,1731.0,656.0,471.0,1885.0,285.0,31115.0,9.0,153.0,423.0,915.0,175117.0,2.0,138.0,28.0,21125.0,,1007.0,240.0,1.0,332.0,677.0,3.0
Streptococcus_zhangguiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Streptomyces_coelicoflavus,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_davaonensis,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_europaeiscabiei,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Streptomyces_griseorubiginosus,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
Streptomyces_nigra,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_rapamycinicus,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._CFMR_7,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._GMY02,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._Je_1-369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
Streptomyces_sp._NBC_00158,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Streptomyces_sp._NBC_00223,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._NBC_00239,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._NBC_00414,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._NBC_00442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Streptomyces_sp._NBC_00670,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._NBC_01217,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._NBC_01298,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._NBC_01343,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._NEAU-S7GS2,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Streptomyces_sp._Q6,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._QH1-20,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._SS7,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Streptomyces_sp._T12,7.0,,2.0,72.0,,,,,,8.0,6.0,,,,,35.0,80.0,7.0,47.0,15.0,,,76.0,6.0,52.0,,,,,,,,,,,,
Streptomyces_sp._WA6-1-16,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Streptomyces_sp._WMMC500,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Streptomyces_sp._Z423-1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_spectabilis,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
Streptomyces_sudanensis,,,,,,,,,,,1.0,,4.0,,,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
Streptomyces_tsukubensis,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Streptomyces_venezuelae,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,7.0
Streptomyces_vilmorinianum,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
Stutzerimonas_stutzeri,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Subdoligranulum_variabile,1565.0,2383.0,246.0,1476.0,104.0,204.0,321.0,911.0,196.0,3963.0,1406.0,822.0,1800.0,653.0,3158.0,2182.0,1321.0,4168.0,1499.0,997.0,612.0,1429.0,3870.0,438.0,4958.0,51.0,20.0,459.0,1.0,220.0,68.0,182.0,654.0,11.0,40.0,2096.0,1417.0
Sulfitobacter_alexandrii,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfitobacter_sp._OXR-159,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
Sulfitobacter_sp._W027,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Sulfurifustis_variabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
